,year,metrodiv_title,county_name,CoC_Code,coc_name,Pop_Type,Pop_Size
2030,2018,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_es_homeless,1228
2031,2009,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_es_homeless,235
2032,2010,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_es_homeless,235
2033,2011,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_es_homeless,208
2034,2012,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_es_homeless,169
2035,2013,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_es_homeless,253
2036,2014,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_es_homeless,231
2037,2015,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_es_homeless,227
2038,2016,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_es_homeless,224
2039,2017,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_es_homeless,213
2040,2018,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_es_homeless,190
2041,2009,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_es_homeless,169
2042,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_es_homeless,169
2043,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_es_homeless,177
2044,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_es_homeless,179
2045,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_es_homeless,184
2046,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_es_homeless,172
2047,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_es_homeless,184
2048,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_es_homeless,136
2049,2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_es_homeless,182
2050,2018,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_es_homeless,173
2051,2009,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_es_homeless,642
2052,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_es_homeless,604
2053,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_es_homeless,675
2054,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_es_homeless,685
2055,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_es_homeless,699
2056,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_es_homeless,667
2057,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_es_homeless,706
2058,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_es_homeless,590
2059,2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_es_homeless,637
2060,2018,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_es_homeless,686
2061,2009,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_es_homeless,67
2062,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_es_homeless,74
2063,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_es_homeless,93
2064,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_es_homeless,75
2065,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_es_homeless,71
2066,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_es_homeless,80
2067,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_es_homeless,58
2068,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_es_homeless,70
2069,2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_es_homeless,74
2070,2018,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_es_homeless,96
2071,2009,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_es_homeless,180
2072,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_es_homeless,185
2073,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_es_homeless,232
2074,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_es_homeless,197
2075,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_es_homeless,163
2076,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_es_homeless,165
2077,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_es_homeless,179
2078,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_es_homeless,153
2079,2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_es_homeless,133
2080,2018,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_es_homeless,164
2081,2009,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_es_homeless,223
2082,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_es_homeless,175
2083,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_es_homeless,173
2084,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_es_homeless,144
2085,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_es_homeless,175
2086,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_es_homeless,206
2087,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_es_homeless,195
2088,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_es_homeless,173
2089,2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_es_homeless,168
2090,2018,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_es_homeless,176
2091,2009,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_es_homeless,2552
2092,2010,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_es_homeless,2485
2093,2011,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_es_homeless,2629
2094,2012,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_es_homeless,2682
2095,2013,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_es_homeless,2874
2096,2014,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_es_homeless,2906
2097,2015,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_es_homeless,3282
2098,2016,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_es_homeless,3200
2099,2017,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_es_homeless,3491
2100,2018,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_es_homeless,3585
2101,2009,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_es_homeless,507
2102,2010,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_es_homeless,477
2103,2011,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_es_homeless,510
2104,2012,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_es_homeless,597
2105,2013,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_es_homeless,550
2106,2014,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_es_homeless,646
2107,2015,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_es_homeless,586
2108,2016,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_es_homeless,874
2109,2017,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_es_homeless,577
2110,2018,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_es_homeless,743
2111,2009,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_es_homeless,343
2112,2010,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_es_homeless,362
2113,2011,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_es_homeless,365
2114,2012,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_es_homeless,378
2115,2013,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_es_homeless,352
2116,2014,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_es_homeless,351
2117,2015,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_es_homeless,378
2118,2016,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_es_homeless,366
2119,2017,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_es_homeless,462
2120,2018,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_es_homeless,364
2121,2009,"San Francisco-San Mateo-Redwood City, CA",San Francisco County,CA-501,San Francisco CoC,sheltered_sh_homeless,0
2122,2010,"San Francisco-San Mateo-Redwood City, CA",San Francisco County,CA-501,San Francisco CoC,sheltered_sh_homeless,0
2123,2011,"San Francisco-San Mateo-Redwood City, CA",San Francisco County,CA-501,San Francisco CoC,sheltered_sh_homeless,0
2124,2012,"San Francisco-San Mateo-Redwood City, CA",San Francisco County,CA-501,San Francisco CoC,sheltered_sh_homeless,0
2125,2013,"San Francisco-San Mateo-Redwood City, CA",San Francisco County,CA-501,San Francisco CoC,sheltered_sh_homeless,0
2126,2014,"San Francisco-San Mateo-Redwood City, CA",San Francisco County,CA-501,San Francisco CoC,sheltered_sh_homeless,0
2127,2015,"San Francisco-San Mateo-Redwood City, CA",San Francisco County,CA-501,San Francisco CoC,sheltered_sh_homeless,0
2128,2016,"San Francisco-San Mateo-Redwood City, CA",San Francisco County,CA-501,San Francisco CoC,sheltered_sh_homeless,0
2129,2017,"San Francisco-San Mateo-Redwood City, CA",San Francisco County,CA-501,San Francisco CoC,sheltered_sh_homeless,0
2130,2018,"San Francisco-San Mateo-Redwood City, CA",San Francisco County,CA-501,San Francisco CoC,sheltered_sh_homeless,11
2131,2009,"Oakland-Berkeley-Livermore, CA",Alameda County,CA-502,"Oakland, Berkeley/Alameda County CoC",sheltered_sh_homeless,0
2132,2010,"Oakland-Berkeley-Livermore, CA",Alameda County,CA-502,"Oakland, Berkeley/Alameda County CoC",sheltered_sh_homeless,0
2133,2011,"Oakland-Berkeley-Livermore, CA",Alameda County,CA-502,"Oakland, Berkeley/Alameda County CoC",sheltered_sh_homeless,0
2134,2012,"Oakland-Berkeley-Livermore, CA",Alameda County,CA-502,"Oakland, Berkeley/Alameda County CoC",sheltered_sh_homeless,0
2135,2013,"Oakland-Berkeley-Livermore, CA",Alameda County,CA-502,"Oakland, Berkeley/Alameda County CoC",sheltered_sh_homeless,0
2136,2014,"Oakland-Berkeley-Livermore, CA",Alameda County,CA-502,"Oakland, Berkeley/Alameda County CoC",sheltered_sh_homeless,0
2137,2015,"Oakland-Berkeley-Livermore, CA",Alameda County,CA-502,"Oakland, Berkeley/Alameda County CoC",sheltered_sh_homeless,0
2138,2016,"Oakland-Berkeley-Livermore, CA",Alameda County,CA-502,"Oakland, Berkeley/Alameda County CoC",sheltered_sh_homeless,0
2139,2017,"Oakland-Berkeley-Livermore, CA",Alameda County,CA-502,"Oakland, Berkeley/Alameda County CoC",sheltered_sh_homeless,0
2140,2018,"Oakland-Berkeley-Livermore, CA",Alameda County,CA-502,"Oakland, Berkeley/Alameda County CoC",sheltered_sh_homeless,0
2141,2009,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,sheltered_sh_homeless,0
2142,2010,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,sheltered_sh_homeless,0
2143,2011,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,sheltered_sh_homeless,45
2144,2012,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,sheltered_sh_homeless,22
2145,2013,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,sheltered_sh_homeless,21
2146,2014,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,sheltered_sh_homeless,21
2147,2015,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,sheltered_sh_homeless,24
2148,2016,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,sheltered_sh_homeless,15
2149,2017,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,sheltered_sh_homeless,18
2150,2018,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,sheltered_sh_homeless,44
2151,2009,"San Rafael, CA",Marin County,CA-507,Marin County CoC,sheltered_sh_homeless,0
2152,2010,"San Rafael, CA",Marin County,CA-507,Marin County CoC,sheltered_sh_homeless,0
2153,2011,"San Rafael, CA",Marin County,CA-507,Marin County CoC,sheltered_sh_homeless,0
2154,2012,"San Rafael, CA",Marin County,CA-507,Marin County CoC,sheltered_sh_homeless,0
2155,2013,"San Rafael, CA",Marin County,CA-507,Marin County CoC,sheltered_sh_homeless,0
2156,2014,"San Rafael, CA",Marin County,CA-507,Marin County CoC,sheltered_sh_homeless,0
2157,2015,"San Rafael, CA",Marin County,CA-507,Marin County CoC,sheltered_sh_homeless,0
2158,2016,"San Rafael, CA",Marin County,CA-507,Marin County CoC,sheltered_sh_homeless,0
2159,2017,"San Rafael, CA",Marin County,CA-507,Marin County CoC,sheltered_sh_homeless,0
2160,2018,"San Rafael, CA",Marin County,CA-507,Marin County CoC,sheltered_sh_homeless,0
2161,2009,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,sheltered_sh_homeless,0
2162,2010,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,sheltered_sh_homeless,0
2163,2011,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,sheltered_sh_homeless,0
2164,2012,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,sheltered_sh_homeless,0
2165,2013,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,sheltered_sh_homeless,0
2166,2014,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,sheltered_sh_homeless,0
2167,2015,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,sheltered_sh_homeless,0
2168,2016,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,sheltered_sh_homeless,0
2169,2017,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,sheltered_sh_homeless,0
2170,2018,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,sheltered_sh_homeless,0
2171,2009,Los Angeles-Long Beach-Glendale,Los Angeles County,CA-600,Los Angeles City & County CoC,sheltered_sh_homeless,0
2172,2010,Los Angeles-Long Beach-Glendale,Los Angeles County,CA-600,Los Angeles City & County CoC,sheltered_sh_homeless,0
2173,2011,Los Angeles-Long Beach-Glendale,Los Angeles County,CA-600,Los Angeles City & County CoC,sheltered_sh_homeless,26
2174,2012,Los Angeles-Long Beach-Glendale,Los Angeles County,CA-600,Los Angeles City & County CoC,sheltered_sh_homeless,25
2175,2013,Los Angeles-Long Beach-Glendale,Los Angeles County,CA-600,Los Angeles City & County CoC,sheltered_sh_homeless,54
2176,2014,Los Angeles-Long Beach-Glendale,Los Angeles County,CA-600,Los Angeles City & County CoC,sheltered_sh_homeless,54
2177,2015,Los Angeles-Long Beach-Glendale,Los Angeles County,CA-600,Los Angeles City & County CoC,sheltered_sh_homeless,16
2178,2016,Los Angeles-Long Beach-Glendale,Los Angeles County,CA-600,Los Angeles City & County CoC,sheltered_sh_homeless,16
2179,2017,Los Angeles-Long Beach-Glendale,Los Angeles County,CA-600,Los Angeles City & County CoC,sheltered_sh_homeless,15
